,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CHATTANOOGA_homegame,CHATTANOOGA_homegame2,CHATTANOOGA_home,CHATTANOOGA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
0,2019-11-05-19-eastern-kentucky,50.0,11,0.0,0,96.3,72.0,18,0.39,68,0.324,22,0.25,17,0.882,15,1,200,82.9,27.3,12,22,68,,9.8,8,0.368,25,0.36,9,43.5,30,0.447,20.9,20,43,0.302,13,0.0,0,"November 5, 2019",37.0,10,16.3,7,82.9,72.7,32,0.5770000000000001,52,0.519,27,0.48100000000000004,25,0.76,19,0,200,96.3,28.0,7,21,79,,7.3,6,0.26899999999999996,14,0.429,6,56.5,39,0.618,27.6,24,38,0.5529999999999999,21,1.0,1,"McBrayer Arena, Richmond, Kentucky",CHATTANOOGA,Chattanooga,82.5,Home,EASTERN-KENTUCKY,Eastern Kentucky,Chattanooga,southern,0,False,False,False,Away,False,9,13,68,30,69,6,21,52,0,1,0,0,0,,0,0,,0,0,0,,
1,2019-11-09-16-chattanooga,36.0,9,12.2,5,83.1,73.8,31,0.474,57,0.439,25,0.08800000000000001,5,0.6,3,1,200,80.3,12.9,4,22,57,,2.8,2,0.263,15,0.267,4,47.9,35,0.48,20.2,15,42,0.5,21,0.5,1,"November 9, 2019",61.9,13,4.8,2,80.3,87.1,27,0.4,60,0.35,21,0.317,19,0.579,11,1,200,83.1,26.2,11,12,59,,8.5,6,0.317,19,0.316,6,52.1,38,0.4270000000000001,16.0,13,41,0.366,15,0.5,1,"The McKenzie Arena, Chattanooga, Tennessee",TENNESSEE-STATE,Tennessee State,70.7,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,1,True,False,True,Home,True,6,15,60,38,73,4,21,57,1,0,9,13,68,0.3897058823529412,30,69,0.43478260869565216,6,21,52,0.5769230769230769,0.0
2,2019-11-12-19-troy,70.8,17,0.0,0,91.9,66.7,26,0.518,57,0.42100000000000004,24,0.42100000000000004,24,0.625,15,1,200,100.0,21.6,8,22,74,,13.5,10,0.596,34,0.324,11,44.7,34,0.541,15.1,12,23,0.565,13,0.667,2,"November 12, 2019",65.4,17,8.7,2,100.0,78.4,29,0.4920000000000001,63,0.413,26,0.302,19,0.316,6,2,200,91.9,33.3,13,25,68,,5.4,4,0.413,26,0.385,10,55.3,42,0.47200000000000003,18.3,16,37,0.4320000000000001,16,0.0,0,"Trojan Arena, Troy, Alabama",TROY,Troy,73.7,Away,CHATTANOOGA,Chattanooga,Chattanooga,southern,2,False,False,False,Away,True,11,13,57,34,76,10,16,63,1,0,15,28,128,0.39453125,68,142,0.4788732394366197,10,42,109,0.5229357798165137,0.5
3,2019-11-15-19-chattanooga,47.8,11,10.0,4,128.6,61.3,19,0.48100000000000004,53,0.434,23,0.45299999999999996,24,0.875,21,2,200,102.9,27.6,8,20,72,,8.6,6,0.396,21,0.23800000000000002,5,45.0,27,0.5589999999999999,17.0,13,32,0.563,18,0.5,2,"November 15, 2019",55.9,19,6.3,2,102.9,72.4,21,0.637,62,0.5479999999999999,34,0.306,19,0.579,11,1,200,128.6,38.7,12,14,90,,2.9,2,0.355,22,0.5,11,55.0,33,0.634,14.6,12,40,0.575,23,0.75,3,"The McKenzie Arena, Chattanooga, Tennessee",SOUTH-ALABAMA,South Alabama,70.2,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,3,True,False,True,Home,True,11,23,62,33,60,5,18,53,1,0,26,41,185,0.4324324324324325,102,218,0.4678899082568808,20,58,172,0.5116279069767442,0.6666666666666666
4,2019-11-20-18-florida-state,34.8,8,12.5,5,125.4,66.7,22,0.4320000000000001,59,0.39,23,0.102,6,0.33299999999999996,2,2,200,74.6,22.2,8,17,53,,5.6,4,0.40700000000000003,24,0.20800000000000002,5,43.5,30,0.428,20.6,16,35,0.514,18,0.6,3,"November 20, 2019",58.8,20,14.3,5,74.6,77.8,28,0.6,65,0.523,34,0.262,17,0.647,11,1,200,125.4,33.3,11,7,89,,14.1,10,0.385,25,0.4,10,56.5,39,0.609,13.2,11,40,0.6,24,0.75,3,"Donald L. Tucker Center, Tallahassee, Florida",CHATTANOOGA,Chattanooga,71.5,Home,FLORIDA-STATE,Florida State,Chattanooga,southern,4,False,False,False,Away,False,5,18,59,30,69,10,24,65,0,1,37,64,247,0.4838056680161944,135,278,0.4856115107913669,25,76,225,0.5044444444444445,0.75
5,2019-11-25-19-tennessee,31.6,6,0.0,0,95.1,70.6,24,0.39299999999999996,56,0.33899999999999997,19,0.071,4,0.5,2,3,200,75.4,14.3,5,20,46,,6.6,4,0.33899999999999997,19,0.316,6,42.0,29,0.397,13.5,9,37,0.35100000000000003,13,0.5,3,"November 25, 2019",89.5,17,18.9,7,75.4,85.7,30,0.42200000000000004,51,0.373,19,0.451,23,0.652,15,0,200,95.1,29.4,10,11,58,17.0,6.6,4,0.353,18,0.278,5,58.0,40,0.46799999999999997,12.8,9,33,0.424,14,1.0,5,"Thompson-Boling Arena, Knoxville, Tennessee",CHATTANOOGA,Chattanooga,61.4,Home,TENNESSEE,Tennessee,Chattanooga,southern,5,False,False,False,Away,False,6,13,56,29,69,5,14,51,0,1,42,82,306,0.4738562091503268,165,347,0.4755043227665706,35,100,290,0.5258620689655172,0.6
6,2019-11-29-14-chattanooga,30.0,6,12.8,5,101.4,71.9,23,0.423,52,0.385,20,0.365,19,0.632,12,6,200,76.7,17.1,6,18,56,,9.6,7,0.365,19,0.21100000000000002,4,43.3,29,0.45899999999999996,22.0,17,33,0.485,16,0.0,0,"November 29, 2019",41.4,12,3.0,1,76.7,82.9,29,0.525,61,0.475,29,0.262,16,0.625,10,3,200,101.4,28.1,9,16,74,,5.5,4,0.361,22,0.273,6,56.7,38,0.539,18.1,15,39,0.59,23,0.5710000000000001,4,"The Arena, Niceville, Florida",ALABAMA-STATE,Alabama State,73.3,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,6,True,False,True,Home,True,6,23,61,38,67,4,16,52,1,0,48,95,362,0.4613259668508287,194,416,0.4663461538461538,40,114,341,0.5102639296187683,0.5
7,2019-11-30-13-chattanooga,37.5,9,8.3,2,98.4,82.8,24,0.465,57,0.42100000000000004,24,0.193,11,0.636,7,4,200,93.8,33.3,9,13,60,,10.9,7,0.281,16,0.313,5,58.9,33,0.48200000000000004,16.3,12,41,0.46299999999999997,19,0.33299999999999996,2,"November 30, 2019",63.6,14,7.3,3,93.8,66.7,18,0.551,49,0.449,22,0.22399999999999998,11,0.818,9,3,200,98.4,17.2,5,11,63,,3.1,2,0.51,25,0.4,10,41.1,23,0.581,19.4,13,24,0.5,12,0.625,5,"The Arena, Niceville, Florida",JACKSONVILLE-STATE,Jacksonville State,63.7,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,7,True,False,True,Home,True,10,12,49,23,56,5,19,57,1,0,54,118,423,0.4704491725768322,232,483,0.4803312629399586,44,130,393,0.4987277353689568,0.5714285714285714
8,2019-12-03-19-western-carolina,37.9,11,5.6,2,120.8,64.3,18,0.532,63,0.46,29,0.254,16,0.625,10,4,200,106.9,18.2,6,23,77,,5.6,4,0.46,29,0.31,9,39.3,24,0.545,10.3,8,34,0.588,20,0.556,5,"December 3, 2019",37.9,11,2.9,1,106.9,81.8,27,0.6,55,0.527,29,0.509,28,0.75,21,2,200,120.8,35.7,10,17,87,,2.8,2,0.345,19,0.42100000000000004,8,60.7,37,0.637,16.2,13,36,0.583,21,0.75,6,"Ramsey Center, Cullowhee, North Carolina",CHATTANOOGA,Chattanooga,72.0,Home,WESTERN-CAROLINA,Western Carolina,Chattanooga,southern,8,False,False,False,Away,False,9,20,63,24,61,8,21,55,0,1,64,130,472,0.4788135593220339,255,539,0.4730983302411874,49,149,450,0.4944444444444445,0.625
9,2019-12-08-13-chattanooga,31.6,6,4.4,2,130.3,50.0,12,0.402,51,0.373,19,0.314,16,0.625,10,0,200,67.1,8.6,3,17,51,,5.3,4,0.392,20,0.15,3,25.4,15,0.435,26.6,21,31,0.516,16,0.0,0,"December 8, 2019",76.3,29,3.2,1,67.1,91.4,32,0.636,66,0.5760000000000001,38,0.258,17,0.882,15,4,200,130.3,50.0,12,15,99,,14.5,11,0.318,21,0.381,8,74.6,44,0.6679999999999999,15.0,13,45,0.667,30,0.6,6,"The McKenzie Arena, Chattanooga, Tennessee","Tennessee Wesleyan
			","Tennessee Wesleyan
			",75.8,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,9,True,False,True,Home,True,8,30,66,44,59,3,16,51,1,0,73,150,535,0.4850467289719626,279,600,0.465,57,170,505,0.505940594059406,0.5555555555555556
